UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_rollmean_5,Air temperature [K]_rollstd_5,Air temperature [K]_rollvar_5,Air temperature [K]_rollmean_10,Air temperature [K]_rollstd_10,Air temperature [K]_rollvar_10,Process temperature [K]_rollmean_5,Process temperature [K]_rollstd_5,Process temperature [K]_rollvar_5,Process temperature [K]_rollmean_10,Process temperature [K]_rollstd_10,Process temperature [K]_rollvar_10,Rotational speed [rpm]_rollmean_5,Rotational speed [rpm]_rollstd_5,Rotational speed [rpm]_rollvar_5,Rotational speed [rpm]_rollmean_10,Rotational speed [rpm]_rollstd_10,Rotational speed [rpm]_rollvar_10,Torque [Nm]_rollmean_5,Torque [Nm]_rollstd_5,Torque [Nm]_rollvar_5,Torque [Nm]_rollmean_10,Torque [Nm]_rollstd_10,Torque [Nm]_rollvar_10,Tool wear [min]_rollmean_5,Tool wear [min]_rollstd_5,Tool wear [min]_rollvar_5,Tool wear [min]_rollmean_10,Tool wear [min]_rollstd_10,Tool wear [min]_rollvar_10,Air temperature [K]_rollmin_5,Air temperature [K]_rollmax_5,Air temperature [K]_rollmin_10,Air temperature [K]_rollmax_10,Process temperature [K]_rollmin_5,Process temperature [K]_rollmax_5,Process temperature [K]_rollmin_10,Process temperature [K]_rollmax_10,Rotational speed [rpm]_rollmin_5,Rotational speed [rpm]_rollmax_5,Rotational speed [rpm]_rollmin_10,Rotational speed [rpm]_rollmax_10,Torque [Nm]_rollmin_5,Torque [Nm]_rollmax_5,Torque [Nm]_rollmin_10,Torque [Nm]_rollmax_10,Tool wear [min]_rollmin_5,Tool wear [min]_rollmax_5,Tool wear [min]_rollmin_10,Tool wear [min]_rollmax_10
8382,H37795,H,298.8,310.0,1530,38.3,53,0,0,0,0,0,0,298.82,0.044721359447345205,0.001999999990818652,298.8,0.04714045215140124,0.0022222222290385497,309.9,0.12247448714814335,0.01500000000220073,309.8,0.14142135627770044,0.020000000011424282,1520.4,191.76365661928457,36773.29999999888,1435.5,165.31333884475296,27328.50000000011,41.56,14.434957568347832,208.36800000000233,46.4,11.881919036923023,141.17999999999373,48.6,3.6469165057576753,13.299999999967774,42.6,7.351492667766325,54.04444444422204,298.8,298.9,298.7,298.9,309.7,310.0,309.6,310.0,1331.0,1776.0,1225.0,1776.0,25.7,61.6,25.7,63.4,44.0,53.0,31.0,53.0
8383,L55562,L,298.9,310.0,1719,27.3,58,0,0,0,0,0,0,298.84000000000003,0.05477225566784526,0.0029999999909438068,298.81,0.05676462127948908,0.0032222222290038244,309.96,0.05477225577310705,0.0030000000024746586,309.83000000000004,0.14944341184794108,0.022333333344753334,1597.0,175.49501417418924,30798.49999999888,1462.6,188.21630582332023,35425.377777777605,36.959999999999994,14.617044844974709,213.6580000000017,44.65,13.342684221033547,178.0272222222176,51.4,4.505552130424089,20.299999999969046,45.3,7.572611467930277,57.34444444422915,298.8,298.9,298.7,298.9,309.9,310.0,309.6,310.0,1331.0,1776.0,1225.0,1776.0,25.7,61.6,25.7,63.4,46.0,58.0,34.0,58.0
8384,M23243,M,298.8,309.9,1495,35.2,60,0,0,0,0,0,0,298.84000000000003,0.05477225566784526,0.0029999999909438068,298.82,0.04216370221558739,0.0017777777845247292,309.96,0.05477225577310705,0.0030000000024746586,309.85,0.14337208782386204,0.020555555566973208,1629.8,119.8569981269299,14365.699999998877,1475.9,184.98915884150773,34220.988888888576,31.679999999999996,5.272760187985125,27.802000000000934,43.12,13.473908943666611,181.5462222222191,54.2,4.65832587953766,21.699999999970316,47.9,7.723700897584466,59.65555555534709,298.8,298.9,298.8,298.9,309.9,310.0,309.6,310.0,1495.0,1776.0,1225.0,1776.0,25.7,38.3,25.7,63.4,49.0,60.0,37.0,60.0
8385,L55564,L,298.8,309.7,1450,43.1,63,0,0,0,0,0,0,298.84000000000003,0.05477225566784526,0.0029999999909438068,298.82,0.04216370221558739,0.0017777777845247292,309.91999999999996,0.13038404811283322,0.017000000002289604,309.85,0.14337208782386204,0.020555555566973208,1594.0,144.37970771545037,20845.499999998876,1498.4,163.51907805784725,26738.488888888343,33.92,7.3567655936560366,54.12200000000125,41.09,11.457307226782728,131.26988888888772,57.0,4.949747468302963,24.499999999971593,50.5,8.017342313857887,64.27777777757612,298.8,298.9,298.8,298.9,309.7,310.0,309.6,310.0,1450.0,1776.0,1331.0,1776.0,25.7,43.1,25.7,61.6,51.0,63.0,39.0,63.0
8386,H37799,H,298.8,309.8,1563,38.8,65,0,0,0,0,0,0,298.82,0.0447213594473452,0.0019999999908186517,298.82000000000005,0.04216370221558739,0.0017777777845247292,309.88,0.13038404811212584,0.017000000002105147,309.87,0.11595018092207642,0.013444444455862254,1551.4,102.64648069952946,10536.299999998875,1516.3,159.34870916047728,25392.011111110376,36.54,5.882431470064195,34.60300000000161,40.14999999999999,11.191688384193363,125.25388888888862,59.8,4.658325879537934,21.699999999972867,53.1,8.089087299141882,65.4333333331385,298.8,298.9,298.8,298.9,309.7,310.0,309.7,310.0,1450.0,1719.0,1331.0,1776.0,27.3,43.1,25.7,61.6,53.0,65.0,42.0,65.0
8387,M23246,M,298.9,309.9,1501,37.1,70,0,0,0,0,0,0,298.84000000000003,0.05477225566784526,0.0029999999909438068,298.83000000000004,0.04830458922343809,0.002333333340045091,309.86,0.1140175425187449,0.0130000000020138,309.88,0.11352924248979461,0.012888888900306587,1545.6,104.95141733201545,11014.799999998873,1533.0,146.3405465192564,21415.555555554645,36.3,5.8167860541712875,33.83500000000157,38.93,10.739237506556188,115.33122222222316,63.2,4.6583258795381,21.69999999997441,55.9,8.646772037383617,74.76666666647922,298.8,298.9,298.8,298.9,309.7,310.0,309.7,310.0,1450.0,1719.0,1331.0,1776.0,27.3,43.1,25.7,61.6,58.0,70.0,44.0,70.0
8388,L55567,L,298.8,309.9,1351,47.2,73,0,0,0,0,0,0,298.82,0.0447213594473452,0.0019999999908186517,298.83,0.04830458922343809,0.002333333340045091,309.84000000000003,0.08944271911074145,0.008000000001922993,309.9,0.09428090421875822,0.008888888900306662,1472.0,78.70196947979682,6193.999999998869,1534.5,144.15751416033768,20781.388888887963,40.28,4.84633882430873,23.48700000000212,38.62,10.414391751588607,108.45955555555682,66.2,5.263078946774005,27.699999999975773,58.8,9.065195959139437,82.177777777598,298.8,298.9,298.8,298.9,309.7,309.9,309.7,310.0,1351.0,1563.0,1331.0,1776.0,35.2,47.2,25.7,61.6,60.0,73.0,46.0,73.0
8389,L55568,L,298.9,309.9,1365,46.5,75,0,0,0,0,0,0,298.84000000000003,0.05477225566784526,0.0029999999909438068,298.84000000000003,0.05163977801407856,0.002666666673343312,309.84,0.08944271911074145,0.008000000001922993,309.9,0.09428090421875822,0.008888888900306662,1446.0,89.88325761786156,8078.999999998869,1537.9,139.13818071734434,19359.43333333237,42.54,4.508103814244128,20.323000000002455,37.11,7.358660808115265,54.14988888889161,69.2,5.118593556825657,26.199999999977138,61.7,9.153627089231719,83.78888888871677,298.8,298.9,298.8,298.9,309.7,309.9,309.7,310.0,1351.0,1563.0,1351.0,1776.0,37.1,47.2,25.7,47.2,63.0,75.0,49.0,75.0
8390,L55569,L,298.8,309.9,1525,39.7,77,0,0,0,0,0,0,298.84000000000003,0.05477225566784526,0.0029999999909438068,298.84,0.05163977801407856,0.002666666673343312,309.88,0.04472135957347168,0.0020000000020997475,309.9,0.09428090421875822,0.008888888900306662,1461.0,96.71607932499575,9353.999999998869,1527.5,135.40905106790407,18335.611111110255,41.86,4.656500832170264,21.683000000002355,37.89,7.155642684079759,51.20322222222418,72.0,4.6904157598211285,21.999999999978414,64.5,9.119576013527272,83.16666666650197,298.8,298.9,298.8,298.9,309.8,309.9,309.7,310.0,1351.0,1563.0,1351.0,1776.0,37.1,47.2,25.7,47.2,65.0,77.0,51.0,77.0
8391,M23250,M,298.8,309.8,1288,61.9,79,0,0,0,0,0,0,298.84000000000003,0.05477225566784526,0.0029999999909438068,298.83000000000004,0.04830458922343809,0.002333333340045091,309.88,0.04472135957347168,0.0020000000020997475,309.88,0.09189365840938671,0.008444444455861047,1406.0,102.24480426896453,10453.999999998869,1478.7,123.29463356799558,15201.566666666302,46.480000000000004,9.646864775666911,93.062000000003,41.510000000000005,9.175262636265122,84.18544444444281,74.8,3.49284983931169,12.199999999979699,67.3,8.80719402911673,77.56666666650936,298.8,298.9,298.8,298.9,309.8,309.9,309.7,310.0,1288.0,1525.0,1288.0,1719.0,37.1,61.9,27.3,61.9,70.0,79.0,53.0,79.0
8392,L55571,L,298.6,309.6,1423,42.7,82,0,0,0,0,0,0,298.78000000000003,0.10954451145796588,0.01199999999056442,298.81,0.08755950361581394,0.007666666673447735,309.82,0.13038404811107654,0.01700000000183152,309.84,0.11737877912635776,0.01377777778919428,1390.4,89.25133052228895,7965.799999998868,1468.0,122.9905145394002,15126.666666666411,47.60000000000001,8.548099203916808,73.07000000000316,41.95,9.10948833786924,82.9827777777757,77.2,3.4928498393118477,12.199999999980799,70.2,8.337332373784879,69.51111111096141,298.6,298.9,298.6,298.9,309.6,309.9,309.6,310.0,1288.0,1525.0,1288.0,1719.0,39.7,61.9,27.3,61.9,73.0,82.0,58.0,82.0
8393,M23252,M,298.5,309.6,1502,39.4,84,0,0,0,0,0,0,298.72,0.16431676722168545,0.02699999999018556,298.77,0.125166555731111,0.015666666673589312,309.76,0.15165750888619192,0.02300000000156538,309.8,0.12472191293823658,0.015555555566973063,1420.6,97.73075258074537,9551.29999999887,1446.3,87.9305913143364,7731.788888888851,46.04,9.316544423765869,86.79800000000292,43.160000000000004,7.630960329837409,58.23155555555226,79.4,3.646916505759598,13.299999999981795,72.8,8.16224370023827,66.62222222207932,298.5,298.9,298.5,298.9,309.6,309.9,309.6,309.9,1288.0,1525.0,1288.0,1563.0,39.4,61.9,35.2,61.9,75.0,84.0,60.0,84.0
8394,L55573,L,298.5,309.5,1428,43.5,87,0,0,0,0,0,0,298.64,0.15165750884701273,0.022999999989681743,298.73999999999995,0.15055453056515736,0.022666666673694897,309.68,0.16431676725524821,0.027000000001215413,309.76000000000005,0.150554530579736,0.02266666667808466,1433.2,92.70221140835245,8593.699999998873,1439.6,86.3458163433529,7455.600000000029,45.44,9.375926620873416,87.90800000000281,43.989999999999995,7.1020263149170075,50.43877777777365,81.8,3.9623225512296307,15.699999999982891,75.5,7.919736247002573,62.7222222220864,298.5,298.8,298.5,298.9,309.5,309.9,309.5,309.9,1288.0,1525.0,1288.0,1563.0,39.4,61.9,37.1,61.9,77.0,87.0,63.0,87.0
8395,M23254,M,298.6,309.5,1566,38.1,89,0,0,0,0,0,0,298.6,0.12247448709600119,0.014999999989428562,298.72,0.15491933387120801,0.02400000000709882,309.6,0.12247448714271224,0.015000000000870387,309.73999999999995,0.17126976774886804,0.029333333344751203,1441.4,103.9798057316846,10811.799999998871,1451.2,95.23281413929132,9069.288888888805,45.120000000000005,9.644272911941199,93.01200000000277,43.489999999999995,7.343545919149893,53.92766666666304,84.2,3.9623225512297697,15.69999999998399,78.1,7.62233560005534,58.099999999871,298.5,298.8,298.5,298.9,309.5,309.8,309.5,309.9,1288.0,1566.0,1288.0,1566.0,38.1,61.9,37.1,61.9,79.0,89.0,65.0,89.0
8396,M23255,M,298.5,309.5,1483,44.8,92,0,0,0,0,0,0,298.54,0.05477225565052805,0.0029999999890468016,298.69,0.16633299935332846,0.02766666667387437,309.54,0.05477225575605127,0.003000000000606291,309.71000000000004,0.18529256149331116,0.0343333333447525,1480.4,58.82431470063095,3460.2999999988665,1443.2,87.8733937738456,7721.733333333327,41.7,2.832843094843451,8.02500000000222,44.09,7.160609843674567,51.2743333333291,86.8,3.96232255122992,15.699999999985181,80.8,7.238784428333124,52.39999999987812,298.5,298.6,298.5,298.9,309.5,309.6,309.5,309.9,1423.0,1566.0,1288.0,1566.0,38.1,44.8,37.1,61.9,82.0,92.0,70.0,92.0
8397,H37810,H,298.6,309.6,1593,33.3,95,0,0,0,0,0,0,298.54,0.05477225565052805,0.0029999999890468016,298.65999999999997,0.15055453056612206,0.022666666673985383,309.53999999999996,0.05477225575605127,0.003000000000606291,309.68,0.17511900718679568,0.030666666678089,1514.4,66.04013930935385,4361.299999998862,1452.4,98.7411880737827,9749.822222222127,39.82,4.582248356429616,20.997000000001922,43.71,7.6564352018414015,58.62099999999618,89.4,4.277849927239894,18.29999999998637,83.3,7.409453421129299,54.89999999988467,298.5,298.6,298.5,298.9,309.5,309.6,309.5,309.9,1428.0,1593.0,1288.0,1593.0,33.3,44.8,33.3,61.9,84.0,95.0,73.0,95.0
8398,L55577,L,298.5,309.6,1724,26.4,100,0,0,0,0,0,0,298.54,0.05477225565052805,0.0029999999890468016,298.63,0.14944341183459448,0.022333333340764212,309.54,0.05477225575605127,0.003000000000606291,309.65,0.15811388304455604,0.02500000001142754,1558.8,113.32122484335785,12841.699999998866,1489.7,123.52242261584911,15257.78888888843,37.21999999999999,7.584655562383931,57.52700000000151,41.63,9.260315569376822,85.75344444444278,92.6,5.128352561982045,26.299999999987804,86.0,8.124038404629298,65.99999999989174,298.5,298.6,298.5,298.9,309.5,309.6,309.5,309.9,1428.0,1724.0,1288.0,1724.0,26.4,44.8,26.4,61.9,87.0,100.0,75.0,100.0
8399,L55578,L,298.5,309.7,2617,12.1,102,1,0,0,1,0,0,298.54,0.05477225565052805,0.0029999999890468016,298.59000000000003,0.11972190000546094,0.014333333340917588,309.58000000000004,0.08366600265808205,0.007000000000782193,309.63,0.1337493510276644,0.017888888900321386,1796.6,466.71758055594916,217825.29999999888,1614.9,370.55887221570623,137313.8777777761,30.939999999999998,12.494918967324297,156.1230000000005,38.190000000000005,12.917468792298354,166.8610000000019,95.6,5.412947441088741,29.299999999989147,88.7,8.5381496824487,72.89999999989884,298.5,298.6,298.5,298.8,309.5,309.7,309.5,309.9,1483.0,2617.0,1288.0,2617.0,12.1,44.8,12.1,61.9,89.0,102.0,77.0,102.0
8400,L55579,L,298.6,309.7,1294,59.4,104,0,0,0,0,0,0,298.54,0.05477225565052805,0.0029999999890468016,298.57000000000005,0.09486832984542824,0.00900000000766097,309.62,0.08366600265915382,0.007000000000961534,309.61,0.09944289265868898,0.009888888900327538,1742.2,513.793440985771,263983.6999999989,1591.8,383.75101881876867,147264.84444444295,35.2,17.975399856470542,323.11500000000115,40.160000000000004,14.569847097497087,212.2804444444443,98.6,4.979959839194538,24.79999999999049,91.4,8.69482604770825,75.59999999990589,298.5,298.6,298.5,298.8,309.5,309.7,309.5,309.8,1294.0,2617.0,1288.0,2617.0,12.1,59.4,12.1,61.9,92.0,104.0,79.0,104.0
8401,L55580,L,298.6,309.6,1533,40.7,106,0,0,0,0,0,0,298.56000000000006,0.054772255651693,0.0029999999891744153,298.55,0.05270462774289044,0.0027777777855166564,309.64,0.05477225576012079,0.0030000000010520856,309.59000000000003,0.07378647881480724,0.005444444455887998,1752.2,507.9406461388958,258003.6999999989,1616.3,369.7663075811809,136727.1222222205,34.38,17.515621599018434,306.79700000000105,38.04,12.44206127974344,154.80488888889096,101.4,4.219004621944819,17.799999999991748,94.1,8.608135686657878,74.09999999991291,298.5,298.6,298.5,298.6,309.6,309.7,309.5,309.7,1294.0,2617.0,1294.0,2617.0,12.1,59.4,12.1,59.4,95.0,106.0,82.0,106.0
8402,H37815,H,298.5,309.4,1671,31.8,108,0,0,0,0,0,0,298.54,0.054772255650511185,0.002999999989044954,298.54,0.0516397780247428,0.00266666667444471,309.6,0.12247448714271224,0.015000000000870387,309.57000000000005,0.0948683298654072,0.009000000011451712,1767.8,503.00268388945886,253011.6999999989,1641.1,363.62693030693214,132224.5444444425,34.08,17.55155263787227,308.057000000001,36.95,12.465886784875615,155.3983333333365,104.0,3.1622776601672613,9.999999999992928,96.7,8.472832400608933,71.78888888880854,298.5,298.6,298.5,298.6,309.4,309.7,309.4,309.7,1294.0,2617.0,1294.0,2617.0,12.1,59.4,12.1,59.4,100.0,108.0,84.0,108.0
8403,L55582,L,298.5,309.5,1370,52.4,113,0,0,0,0,0,0,298.54,0.054772255650511185,0.002999999989044954,298.54,0.0516397780247428,0.00266666667444471,309.58000000000004,0.13038404810703785,0.017000000000778358,309.56000000000006,0.0966091783672154,0.00933333334478844,1697.0,534.6283756030901,285827.4999999989,1627.9,371.5470510058037,138047.2111111093,39.279999999999994,18.531513699641533,343.41700000000185,38.25,13.393136716658756,179.3761111111129,106.6,4.219004621945098,17.799999999994103,99.6,8.604908160135793,74.04444444437156,298.5,298.6,298.5,298.6,309.4,309.7,309.4,309.7,1294.0,2617.0,1294.0,2617.0,12.1,59.4,12.1,59.4,102.0,113.0,87.0,113.0
8404,L55583,L,298.5,309.6,1462,45.1,115,0,0,0,0,0,0,298.54,0.054772255650511185,0.002999999989044954,298.54,0.0516397780247428,0.00266666667444471,309.56,0.11401754251293027,0.013000000000687862,309.57000000000005,0.0948683298654072,0.009000000011451712,1466.0,146.05649591852767,21332.499999998894,1631.3,369.66532912291586,136652.4555555537,45.88,10.618239025375301,112.74700000000303,38.410000000000004,13.472148224310011,181.4987777777794,109.2,4.65832587954034,21.699999999995278,102.4,8.60490816013621,74.04444444437873,298.5,298.6,298.5,298.6,309.4,309.7,309.4,309.7,1294.0,1671.0,1294.0,2617.0,31.8,59.4,12.1,59.4,104.0,115.0,89.0,115.0
8405,L55584,L,298.4,309.5,1545,36.6,117,0,0,0,0,0,0,298.5,0.07071067803934988,0.004999999988784597,298.52,0.06324555326547937,0.004000000007856589,309.52,0.08366600265640052,0.007000000000500819,309.57,0.0948683298654072,0.009000000011451712,1516.2,111.11570546056436,12346.699999998893,1629.2,370.1368515682909,137001.28888888704,41.32,7.911194600058972,62.58700000000225,38.260000000000005,13.484328352243315,181.8271111111129,111.8,4.658325879540468,21.699999999996468,105.2,8.310635755861766,69.06666666660807,298.4,298.6,298.4,298.6,309.4,309.6,309.4,309.7,1370.0,1671.0,1294.0,2617.0,31.8,52.4,12.1,59.4,106.0,117.0,92.0,117.0
8406,M23265,M,298.4,309.5,1484,41.7,119,0,0,0,0,0,0,298.46,0.05477225564573724,0.002999999988521995,298.51,0.07378647879076913,0.005444444452340624,309.5,0.0707106781215164,0.005000000000404696,309.57,0.0948683298654072,0.009000000011451712,1506.4,111.42396510625035,12415.299999998895,1629.3,370.09309639602594,136968.89999999816,41.52,7.904239368845195,62.477000000002285,37.95,13.352257403816775,178.2827777777799,114.4,4.219004621945519,17.799999999997656,107.9,7.922541679701973,62.76666666661495,298.4,298.5,298.4,298.6,309.4,309.6,309.4,309.7,1370.0,1671.0,1294.0,2617.0,31.8,52.4,12.1,59.4,108.0,119.0,95.0,119.0
8407,M23266,M,298.4,309.5,1344,45.3,122,0,0,0,0,0,0,298.43999999999994,0.05477225564453208,0.0029999999883899764,298.49,0.07378647879129213,0.005444444452417804,309.52,0.044721359555584,0.002000000000499824,309.56,0.0966091783672154,0.00933333334478844,1441.0,82.99999999999336,6888.9999999988995,1604.4,381.0217841541326,145177.5999999984,44.22,5.77208801041727,33.3170000000028,39.15,13.426942234841805,180.28277777777865,117.2,3.492849839314442,12.199999999998923,110.6,7.633260552779645,58.26666666662181,298.4,298.5,298.4,298.6,309.5,309.6,309.4,309.7,1344.0,1545.0,1294.0,2617.0,36.6,52.4,12.1,59.4,113.0,122.0,100.0,122.0
8408,L55587,L,298.4,309.5,1357,50.1,125,0,0,0,0,0,0,298.41999999999996,0.04472135941870115,0.0019999999882566503,298.47999999999996,0.0788810638254479,0.006222222230234386,309.52,0.044721359555584,0.002000000000499824,309.55,0.09718253163971116,0.00944444445590346,1438.4,85.9319498207675,7384.299999998902,1567.7,385.86585176140466,148892.45555555433,43.76,4.9967989753443876,24.968000000002718,41.519999999999996,13.011601660740162,169.30177777777615,119.6,3.9749213828703587,15.800000000000004,113.1,7.8662429264382165,61.877777777739276,298.4,298.5,298.4,298.6,309.5,309.6,309.4,309.7,1344.0,1545.0,1294.0,2617.0,36.6,50.1,12.1,59.4,115.0,125.0,102.0,125.0
8409,M23268,M,298.5,309.6,1572,33.0,127,0,0,0,0,0,0,298.41999999999996,0.04472135941870115,0.0019999999882566503,298.47999999999996,0.0788810638254479,0.006222222230234386,309.52,0.044721359555584,0.002000000000499824,309.54,0.08432740433912793,0.007111111122574771,1460.4,105.36745228009882,11102.2999999989,1463.2,120.10069848996555,14424.177777777613,41.339999999999996,6.792863902655656,46.143000000002225,43.61,8.737460856691627,76.34322222221837,122.0,4.123105625617793,17.00000000000109,115.6,7.919034733544168,62.711111111078964,298.4,298.5,298.4,298.6,309.5,309.6,309.4,309.7,1344.0,1572.0,1294.0,1671.0,33.0,50.1,31.8,59.4,117.0,127.0,104.0,127.0
8410,L55589,L,298.5,309.6,1861,26.9,130,0,0,0,0,0,0,298.44,0.05477225564453208,0.0029999999883899764,298.46999999999997,0.06749485583068725,0.004555555563605257,309.54,0.054772255755965005,0.0030000000005968416,309.53000000000003,0.06749485585601277,0.004555555567023941,1523.6,210.80868103567013,44440.29999999891,1519.9,158.91468710530518,25253.87777777705,39.4,9.378166132032522,87.95000000000185,40.36,8.24192534140737,67.92933333333299,124.6,4.2778499272417525,18.300000000002267,118.2,7.955431408092419,63.28888888886334,298.4,298.5,298.4,298.6,309.5,309.6,309.4,309.6,1344.0,1861.0,1344.0,1861.0,26.9,50.1,26.9,52.4,119.0,130.0,106.0,130.0
8411,L55590,L,298.5,309.5,1548,44.5,132,0,0,0,0,0,0,298.46,0.0547722556457541,0.0029999999885238424,298.46,0.051639778027738795,0.0026666666747541343,309.54,0.054772255755965005,0.0030000000005968416,309.52,0.06324555329406732,0.004000000011472709,1536.4,209.7434146761202,43992.29999999892,1521.4,159.12273390199059,25320.0444444437,39.96,9.630057113018694,92.73800000000195,40.74,8.34628327127972,69.66044444444371,127.2,3.9623225512322238,15.700000000003438,120.8,7.771743691088963,60.39999999998109,298.4,298.5,298.4,298.5,309.5,309.6,309.4,309.6,1344.0,1861.0,1344.0,1861.0,26.9,50.1,26.9,52.4,122.0,132.0,108.0,132.0
8412,L55591,L,298.6,309.8,1496,37.7,134,0,0,0,0,0,0,298.5,0.07071067803942777,0.004999999988795611,298.47,0.06749485583068725,0.004555555563605257,309.6,0.12247448714276765,0.015000000000883959,309.56,0.09660917836720269,0.009333333344785984,1566.8,184.36566925542,33990.69999999891,1503.9,150.21573375204775,22564.766666666095,38.44,9.165042280317186,83.99800000000165,41.33,7.837098385953167,61.42011111110974,129.6,3.6469165057627135,13.300000000004522,123.4,7.3514926677806205,54.04444444443223,298.4,298.6,298.4,298.6,309.5,309.8,309.5,309.8,1357.0,1861.0,1344.0,1861.0,26.9,50.1,26.9,52.4,125.0,134.0,113.0,134.0
8413,M23272,M,298.6,309.7,1314,49.7,136,0,0,0,0,0,0,298.54,0.05477225565073562,0.0029999999890695395,298.48,0.0788810638254479,0.006222222230234386,309.64,0.11401754251462441,0.013000000001074185,309.58000000000004,0.10327955595425317,0.010666666678107712,1558.2,197.1578048163423,38871.19999999892,1498.3,156.66741134574625,24544.67777777726,38.36,9.038694596013388,81.69800000000163,41.059999999999995,7.450309464116914,55.50711111111005,131.8,3.492849839315386,12.20000000000552,125.7,7.334090869963544,53.78888888888261,298.5,298.6,298.4,298.6,309.5,309.8,309.5,309.8,1314.0,1861.0,1314.0,1861.0,26.9,49.7,26.9,50.1,127.0,136.0,115.0,136.0
8414,M23273,M,298.6,309.7,1422,49.7,139,0,0,0,0,0,0,298.56,0.05477225565200434,0.0029999999892085212,298.49,0.08755950362262933,0.00766666667464124,309.65999999999997,0.11401754251504008,0.01300000000116897,309.59000000000003,0.11005049351341413,0.012111111122546005,1528.2,205.75762440307997,42336.19999999893,1494.3,158.20033010219657,25027.34444444396,41.7,9.629122493768698,92.72000000000229,41.52,7.85830063619911,61.75288888888734,134.2,3.492849839315544,12.20000000000662,128.1,7.370361064576292,54.322222222222166,298.5,298.6,298.4,298.6,309.5,309.8,309.5,309.8,1314.0,1861.0,1314.0,1861.0,26.9,49.7,26.9,50.1,130.0,139.0,117.0,139.0
8415,L55594,L,298.6,309.8,1842,20.1,142,0,0,0,0,0,0,298.58000000000004,0.044721359430903294,0.0019999999893480433,298.51,0.0875595036221886,0.00766666667456406,309.7,0.12247448714471175,0.015000000001360165,309.62,0.12292725947700933,0.015111111122527979,1524.4,198.10805132553025,39246.799999998926,1524.0,192.85861257523263,37194.444444443674,40.34,12.340502420890408,152.288000000002,39.87,10.344945088732423,107.01788888888908,136.6,3.9749213828713272,15.800000000007703,130.6,7.426678635538365,55.155555555561996,298.5,298.6,298.4,298.6,309.5,309.8,309.5,309.8,1314.0,1842.0,1314.0,1861.0,20.1,49.7,20.1,50.1,132.0,142.0,119.0,142.0
8416,M23275,M,298.7,309.9,1434,53.0,144,0,0,0,0,0,0,298.62,0.04472135943402374,0.0019999999896271447,298.54,0.09660917834818897,0.009333333341112185,309.78000000000003,0.08366600266379971,0.007000000001738942,309.65999999999997,0.14298407063667357,0.020444444455833252,1501.6,201.2481055811431,40500.79999999892,1519.0,194.65068427541726,37888.88888888817,42.040000000000006,13.580058910034314,184.41800000000234,41.0,11.152677805003659,124.38222222222122,139.0,4.123105625618724,17.000000000008768,133.1,7.294594650227254,53.21111111112408,298.6,298.7,298.4,298.7,309.7,309.9,309.5,309.9,1314.0,1842.0,1314.0,1861.0,20.1,53.0,20.1,53.0,134.0,144.0,122.0,144.0
8417,M23276,M,298.8,310.1,1585,31.3,147,0,0,0,0,0,0,298.66,0.08944271904355959,0.007999999989905138,298.58,0.11352924247306824,0.012888888896508723,309.84000000000003,0.16733200531287878,0.028000000002029297,309.71999999999997,0.18737959099768337,0.0351111111224591,1519.4,204.53801602635855,41835.79999999891,1543.1,185.2694434240728,34324.76666666571,40.76,14.370038274131426,206.4980000000021,39.6,11.42823015363468,130.6044444444449,141.6,4.277849927242648,18.300000000009923,135.6,7.351492667782775,54.044444444463906,298.6,298.8,298.4,298.8,309.7,310.1,309.5,310.1,1314.0,1842.0,1314.0,1861.0,20.1,53.0,20.1,53.0,136.0,147.0,125.0,147.0
8418,H37831,H,298.8,310.1,1704,30.7,150,0,0,0,0,0,0,298.7,0.09999999995091083,0.009999999990182164,298.62,0.1135292424723567,0.012888888896347159,309.91999999999996,0.17888543820672684,0.03200000000241268,309.78000000000003,0.2043961295844046,0.04177777778908471,1597.4,179.45138617463755,32202.7999999989,1577.8,178.92816684046028,32015.288888887586,36.96,13.920057471145775,193.7680000000013,37.660000000000004,11.08935425431888,122.97377777778027,144.4,4.277849927242797,18.300000000011206,138.1,7.593125545885671,57.655555555581564,298.6,298.8,298.5,298.8,309.7,310.1,309.5,310.1,1422.0,1842.0,1314.0,1861.0,20.1,53.0,20.1,53.0,139.0,150.0,127.0,150.0
8419,L55598,L,298.9,310.2,1971,23.2,155,0,0,0,0,0,0,298.76000000000005,0.11401754246866455,0.012999999990593725,298.66,0.13498971156912667,0.01822222222951601,310.02,0.16431676726032832,0.027000000002884907,309.84000000000003,0.2319003617699691,0.053777777789042545,1707.2,210.56044262871146,44335.69999999889,1617.7,217.76391395780092,47421.122222220525,31.660000000000004,12.86129853475147,165.4130000000003,36.68,11.946808034878009,142.72622222222574,147.6,5.128352561984469,26.300000000012666,140.9,8.184674024597568,66.98888888892215,298.6,298.9,298.5,298.9,309.8,310.2,309.5,310.2,1434.0,1971.0,1314.0,1971.0,20.1,53.0,20.1,53.0,142.0,155.0,130.0,155.0
