Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,timestamp,Ambient_Temperature,Load_Density,Humidity,Shift,Day_Type,temp_diff,load_ratio,humidity_impact,Machine failure
1,300.8,310.6,1384,52.9,165,0,0,0,0,0,2025-01-05 21:45:00,31,90,84,0,0,9.800000000000011,0.9,75.60000000000001,0
2,300.8,310.7,1572,36.2,167,0,0,0,0,0,2025-01-05 21:46:00,27,52,56,2,1,9.899999999999975,0.52,29.12,0
2,300.8,310.7,1386,42.1,170,0,0,0,0,0,2025-01-05 21:47:00,32,75,80,1,1,9.899999999999975,0.75,60.0,0
1,300.8,310.7,1461,42.8,173,0,0,0,0,0,2025-01-05 21:48:00,23,59,52,2,0,9.899999999999975,0.59,30.68,0
1,300.8,310.7,1525,39.4,175,0,0,0,0,0,2025-01-05 21:49:00,33,96,48,2,0,9.899999999999975,0.96,46.08,0
1,300.7,310.7,1333,61.0,177,0,0,0,0,0,2025-01-05 21:50:00,33,62,45,0,1,10.0,0.62,27.9,0
0,300.7,310.6,1505,40.6,179,0,0,0,0,0,2025-01-05 21:51:00,32,32,66,0,1,9.900000000000034,0.32,21.12,0
2,300.7,310.6,1439,41.7,184,0,0,0,0,0,2025-01-05 21:52:00,25,98,81,2,1,9.900000000000034,0.98,79.38,0
1,300.7,310.6,1491,43.2,187,0,0,0,0,0,2025-01-05 21:53:00,36,71,76,0,0,9.900000000000034,0.71,53.96,0
2,300.7,310.6,1488,39.2,189,0,0,0,0,0,2025-01-05 21:54:00,23,91,78,2,1,9.900000000000034,0.91,70.98,0
1,300.7,310.5,1536,47.4,192,0,0,0,0,0,2025-01-05 21:55:00,27,87,82,2,0,9.800000000000011,0.87,71.34,0
1,300.7,310.5,1960,21.0,194,0,0,0,0,0,2025-01-05 21:56:00,36,86,63,2,1,9.800000000000011,0.86,54.18,0
2,300.7,310.5,1594,31.0,196,0,0,0,0,0,2025-01-05 21:57:00,22,30,48,1,1,9.800000000000011,0.3,14.4,0
1,300.7,310.5,1357,52.6,199,0,0,0,0,0,2025-01-05 21:58:00,36,89,81,0,0,9.800000000000011,0.89,72.09,0
1,300.7,310.5,1445,41.1,201,0,0,0,0,0,2025-01-05 21:59:00,28,98,50,0,1,9.800000000000011,0.98,49.0,0
1,300.7,310.4,1543,47.3,203,0,0,0,0,0,2025-01-05 22:00:00,21,88,74,2,0,9.699999999999989,0.88,65.12,0
1,300.7,310.4,1366,52.6,205,0,0,0,0,0,2025-01-05 22:01:00,32,75,68,0,1,9.699999999999989,0.75,51.0,0
1,300.7,310.3,1458,40.0,207,0,0,0,0,0,2025-01-05 22:02:00,39,63,47,2,1,9.600000000000025,0.63,29.61,0
1,300.7,310.4,1416,61.8,209,0,0,1,1,0,2025-01-05 22:03:00,21,54,56,0,0,9.699999999999989,0.54,30.24,1
1,300.6,310.3,1794,24.4,211,0,0,0,0,0,2025-01-05 22:04:00,39,71,46,0,1,9.699999999999989,0.71,32.66,0
1,300.6,310.3,1484,41.0,213,0,0,0,0,0,2025-01-05 22:05:00,30,58,51,2,1,9.699999999999989,0.58,29.58,0
1,300.6,310.4,2514,13.4,215,0,0,0,0,0,2025-01-05 22:06:00,34,54,87,0,1,9.799999999999956,0.54,46.98,0
1,300.6,310.3,1648,30.5,217,1,0,0,0,0,2025-01-05 22:07:00,30,83,54,2,1,9.699999999999989,0.83,44.82,1
2,300.6,310.3,1614,32.7,0,0,0,0,0,0,2025-01-05 22:08:00,22,96,68,1,1,9.699999999999989,0.96,65.28,0
1,300.6,310.2,1622,34.1,3,0,0,0,0,0,2025-01-05 22:09:00,22,44,84,2,1,9.599999999999966,0.44,36.96,0
2,300.6,310.2,1478,40.1,5,0,0,0,0,0,2025-01-05 22:10:00,31,33,89,0,1,9.599999999999966,0.33,29.37,0
1,300.6,310.2,1318,51.0,8,0,0,0,0,0,2025-01-05 22:11:00,24,67,89,1,1,9.599999999999966,0.67,59.63,0
1,300.7,310.2,1493,35.9,10,0,0,0,0,0,2025-01-05 22:12:00,39,49,63,1,1,9.5,0.49,30.87,0
0,300.7,310.3,1369,50.7,12,0,0,0,0,0,2025-01-05 22:13:00,26,52,76,2,0,9.600000000000025,0.52,39.52,0
1,300.6,310.2,1447,45.9,17,0,0,0,0,0,2025-01-05 22:14:00,26,66,53,1,1,9.599999999999966,0.66,34.980000000000004,0
1,300.6,310.1,1485,49.9,19,0,0,0,0,0,2025-01-05 22:15:00,32,91,50,2,1,9.5,0.91,45.5,0
1,300.6,310.2,1489,47.8,21,0,0,0,0,0,2025-01-05 22:16:00,28,37,74,0,1,9.599999999999966,0.37,27.38,0
2,300.6,310.2,1233,52.3,23,0,0,0,0,0,2025-01-05 22:17:00,40,66,56,2,0,9.599999999999966,0.66,36.96,0
1,300.7,310.2,1642,32.6,26,0,0,0,0,0,2025-01-05 22:18:00,32,74,66,1,0,9.5,0.74,48.84,0
2,300.7,310.2,1373,44.1,28,0,0,0,0,0,2025-01-05 22:19:00,31,62,83,2,0,9.5,0.62,51.46,0
1,300.7,310.2,1569,32.8,31,0,0,0,0,0,2025-01-05 22:20:00,32,36,42,2,0,9.5,0.36,15.12,0
1,300.8,310.2,1850,22.8,33,0,0,0,0,0,2025-01-05 22:21:00,29,51,41,0,0,9.399999999999975,0.51,20.91,0
2,300.8,310.3,1494,42.2,35,0,0,0,0,0,2025-01-05 22:22:00,20,34,43,2,0,9.5,0.34,14.62,0
0,300.8,310.3,1777,30.1,38,0,0,0,0,0,2025-01-05 22:23:00,27,44,57,0,1,9.5,0.44,25.08,0
1,300.9,310.4,1454,43.1,43,0,0,0,0,0,2025-01-05 22:24:00,35,50,59,1,0,9.5,0.5,29.5,0
1,300.9,310.4,1536,34.2,45,0,0,0,0,0,2025-01-05 22:25:00,32,46,60,1,1,9.5,0.46,27.6,0
1,300.8,310.5,1482,39.0,47,0,0,0,0,0,2025-01-05 22:26:00,22,85,53,2,1,9.699999999999989,0.85,45.05,0
0,300.9,310.5,1512,41.2,49,0,0,0,0,0,2025-01-05 22:27:00,22,79,47,2,1,9.600000000000025,0.79,37.13,0
2,300.8,310.5,1511,35.8,54,0,0,0,0,0,2025-01-05 22:28:00,24,36,41,1,0,9.699999999999989,0.36,14.76,0
1,300.9,310.5,1599,40.5,57,0,0,0,0,0,2025-01-05 22:29:00,30,79,65,1,1,9.600000000000025,0.79,51.35,0
2,300.8,310.4,1518,36.0,59,0,0,0,0,0,2025-01-05 22:30:00,26,89,58,1,1,9.599999999999966,0.89,51.62,0
2,300.8,310.4,1450,39.4,62,0,0,0,0,0,2025-01-05 22:31:00,40,36,81,2,0,9.599999999999966,0.36,29.16,0
1,300.9,310.4,1427,47.0,65,0,0,0,0,0,2025-01-05 22:32:00,29,69,67,1,0,9.5,0.69,46.23,0
1,300.9,310.4,1561,32.7,67,0,0,0,0,0,2025-01-05 22:33:00,29,74,68,2,1,9.5,0.74,50.32,0
0,300.9,310.4,1457,43.8,69,0,0,0,0,0,2025-01-05 22:34:00,39,88,44,1,0,9.5,0.88,38.72,0
2,301.0,310.6,1460,53.6,74,0,0,0,0,0,2025-01-05 22:35:00,21,84,82,1,0,9.600000000000025,0.84,68.88,0
1,301.0,310.5,1601,33.2,77,0,0,0,0,0,2025-01-05 22:36:00,22,93,67,2,1,9.5,0.93,62.31,0
1,300.9,310.5,1570,40.1,79,0,0,0,0,0,2025-01-05 22:37:00,27,94,80,0,1,9.600000000000025,0.94,75.19999999999999,0
1,300.9,310.5,1565,35.9,81,0,0,0,0,0,2025-01-05 22:38:00,30,83,87,2,1,9.600000000000025,0.83,72.21,0
1,301.0,310.5,1378,44.4,83,0,0,0,0,0,2025-01-05 22:39:00,32,69,65,0,1,9.5,0.69,44.85,0
1,300.9,310.5,2288,16.1,85,0,0,0,0,0,2025-01-05 22:40:00,26,82,44,2,1,9.600000000000025,0.82,36.08,0
2,300.9,310.4,1375,44.7,87,0,0,0,0,0,2025-01-05 22:41:00,32,73,54,0,1,9.5,0.73,39.42,0
1,300.9,310.4,1788,27.8,90,0,0,0,0,0,2025-01-05 22:42:00,21,92,85,0,1,9.5,0.92,78.2,0
2,300.9,310.4,1576,40.4,92,0,0,0,0,0,2025-01-05 22:43:00,25,31,48,0,1,9.5,0.31,14.88,0
2,300.8,310.3,1868,24.5,95,0,0,0,0,0,2025-01-05 22:44:00,28,50,71,2,0,9.5,0.5,35.5,0
1,300.7,310.1,1261,56.6,98,0,0,0,0,0,2025-01-05 22:45:00,39,79,65,2,0,9.400000000000034,0.79,51.35,0
2,300.6,310.0,1542,33.9,100,0,0,0,0,0,2025-01-05 22:46:00,21,81,76,2,0,9.399999999999975,0.81,61.56,0
1,300.6,310.0,1438,53.8,103,0,0,0,0,0,2025-01-05 22:47:00,37,38,54,0,0,9.399999999999975,0.38,20.52,0
1,300.6,310.0,1511,36.9,105,0,0,0,0,0,2025-01-05 22:48:00,35,49,80,0,0,9.399999999999975,0.49,39.2,0
1,300.6,310.0,1635,31.0,107,0,0,0,0,0,2025-01-05 22:49:00,31,47,43,2,1,9.399999999999975,0.47,20.21,0
1,300.6,309.9,1428,48.8,109,0,0,0,0,0,2025-01-05 22:50:00,26,59,75,2,0,9.299999999999956,0.59,44.25,0
2,300.5,309.8,1410,44.4,111,0,0,0,0,0,2025-01-05 22:51:00,26,94,59,1,0,9.300000000000011,0.94,55.46,0
1,300.5,309.9,1423,47.9,114,0,0,0,0,0,2025-01-05 22:52:00,36,53,66,1,1,9.399999999999975,0.53,34.980000000000004,0
2,300.5,309.9,1552,41.3,116,0,0,0,0,0,2025-01-05 22:53:00,32,76,60,1,0,9.399999999999975,0.76,45.6,0
2,300.5,310.0,1406,50.2,119,0,0,0,0,0,2025-01-05 22:54:00,30,73,61,1,1,9.5,0.73,44.53,0
1,300.5,309.9,1443,48.3,122,0,0,0,0,0,2025-01-05 22:55:00,25,58,46,1,0,9.399999999999975,0.58,26.68,0
2,300.5,309.9,1343,63.7,124,0,0,0,0,0,2025-01-05 22:56:00,33,97,86,2,0,9.399999999999975,0.97,83.42,0
2,300.6,310.0,1486,41.2,127,0,0,0,0,0,2025-01-05 22:57:00,25,46,70,0,1,9.399999999999975,0.46,32.2,0
1,300.6,310.1,1297,50.0,130,0,0,0,0,0,2025-01-05 22:58:00,25,34,56,0,0,9.5,0.34,19.040000000000003,0
1,300.6,310.1,1495,42.3,132,0,0,0,0,0,2025-01-05 22:59:00,21,79,89,2,0,9.5,0.79,70.31,0
1,300.5,309.9,1382,46.5,134,0,0,0,0,0,2025-01-05 23:00:00,39,69,46,2,0,9.399999999999975,0.69,31.74,0
2,300.4,309.8,1356,44.4,136,0,0,0,0,0,2025-01-05 23:01:00,34,75,58,2,1,9.400000000000034,0.75,43.5,0
0,300.3,309.7,1452,41.5,139,0,0,0,0,0,2025-01-05 23:02:00,36,80,67,1,1,9.399999999999975,0.8,53.6,0
0,300.3,309.7,1582,30.8,144,0,0,0,0,0,2025-01-05 23:03:00,27,40,49,1,1,9.399999999999975,0.4,19.6,0
2,300.4,309.8,1517,40.3,149,0,0,0,0,0,2025-01-05 23:04:00,24,41,66,1,1,9.400000000000034,0.41,27.06,0
1,300.5,310.0,1413,44.5,152,0,0,0,0,0,2025-01-05 23:05:00,36,42,52,2,1,9.5,0.42,21.84,0
1,300.4,309.9,1496,31.8,154,0,0,0,0,0,2025-01-05 23:06:00,39,93,41,2,0,9.5,0.93,38.13,0
1,300.3,309.8,1466,41.2,156,0,0,0,0,0,2025-01-05 23:07:00,20,37,61,0,0,9.5,0.37,22.57,0
2,300.3,309.8,1617,40.8,158,0,0,0,0,0,2025-01-05 23:08:00,37,94,59,2,1,9.5,0.94,55.46,0
1,300.2,309.8,1506,41.8,161,0,0,0,0,0,2025-01-05 23:09:00,34,38,82,1,1,9.600000000000025,0.38,31.16,0
1,300.2,309.8,1401,49.3,163,0,0,0,0,0,2025-01-05 23:10:00,24,31,44,0,0,9.600000000000025,0.31,13.64,0
0,300.2,309.9,1906,22.9,165,0,0,0,0,0,2025-01-05 23:11:00,26,42,45,2,1,9.699999999999989,0.42,18.9,0
1,300.2,309.9,1566,36.4,170,0,0,0,0,0,2025-01-05 23:12:00,37,31,74,0,0,9.699999999999989,0.31,22.94,0
1,300.2,310.0,1493,47.3,172,0,0,0,0,0,2025-01-05 23:13:00,25,97,40,0,1,9.800000000000011,0.97,38.8,0
1,300.3,310.1,1483,39.9,174,0,0,0,0,0,2025-01-05 23:14:00,40,77,74,2,1,9.800000000000011,0.77,56.98,0
2,300.2,309.9,1569,31.2,176,0,0,0,0,0,2025-01-05 23:15:00,24,32,42,1,0,9.699999999999989,0.32,13.44,0
2,300.2,310.0,1664,30.7,179,0,0,0,0,0,2025-01-05 23:16:00,38,97,75,1,0,9.800000000000011,0.97,72.75,0
1,300.2,310.0,1486,40.1,182,0,0,0,0,0,2025-01-05 23:17:00,29,35,46,0,1,9.800000000000011,0.35,16.099999999999998,0
1,300.2,310.0,1389,53.6,184,0,0,0,0,0,2025-01-05 23:18:00,34,34,68,2,1,9.800000000000011,0.34,23.12,0
1,300.1,310.0,1511,41.7,186,0,0,0,0,0,2025-01-05 23:19:00,29,32,54,2,0,9.899999999999975,0.32,17.28,0
2,300.2,310.1,1485,40.5,188,0,0,0,0,0,2025-01-05 23:20:00,35,39,50,1,0,9.900000000000034,0.39,19.5,0
1,300.2,310.2,1440,42.9,191,0,0,0,0,0,2025-01-05 23:21:00,31,72,57,2,1,10.0,0.72,41.04,0
1,300.2,310.2,1378,43.9,193,0,0,0,0,0,2025-01-05 23:22:00,37,48,83,2,0,10.0,0.48,39.84,0
2,300.1,310.1,1501,39.3,195,0,0,0,0,0,2025-01-05 23:23:00,20,43,43,0,1,10.0,0.43,18.49,0
2,300.2,310.1,1474,44.0,198,0,0,0,0,0,2025-01-05 23:24:00,35,50,63,2,1,9.900000000000034,0.5,31.5,0
1,300.2,310.1,1392,47.9,201,0,0,0,0,0,2025-01-05 23:25:00,25,72,50,2,1,9.900000000000034,0.72,36.0,0
2,300.3,310.2,1429,44.7,203,0,0,0,0,0,2025-01-05 23:26:00,22,57,45,2,1,9.899999999999975,0.57,25.65,0
1,300.3,310.3,1362,60.3,206,0,0,0,1,0,2025-01-05 23:27:00,21,50,90,1,1,10.0,0.5,45.0,1
1,300.3,310.3,1704,29.5,0,0,0,0,0,0,2025-01-05 23:28:00,21,65,57,1,1,10.0,0.65,37.05,0
1,300.3,310.2,1492,52.3,2,0,0,0,0,0,2025-01-05 23:29:00,32,53,54,0,1,9.899999999999975,0.53,28.62,0
2,300.3,310.2,1442,39.5,4,0,0,0,0,0,2025-01-05 23:30:00,28,83,42,1,0,9.899999999999975,0.83,34.86,0
2,300.2,310.2,1438,51.5,7,0,0,0,0,0,2025-01-05 23:31:00,35,67,56,1,0,10.0,0.67,37.52,0
2,300.1,310.1,1402,46.6,10,0,0,0,0,0,2025-01-05 23:32:00,24,46,72,1,1,10.0,0.46,33.120000000000005,0
1,300.1,310.1,1684,30.8,13,0,0,0,0,0,2025-01-05 23:33:00,40,51,73,1,0,10.0,0.51,37.23,0
1,300.2,310.2,1530,48.5,15,0,0,0,0,0,2025-01-05 23:34:00,26,74,69,0,1,10.0,0.74,51.06,0
1,300.1,310.1,1569,43.5,17,0,0,0,0,0,2025-01-05 23:35:00,32,90,58,2,1,10.0,0.9,52.2,0
1,300.1,310.1,1650,31.6,19,0,0,0,0,0,2025-01-05 23:36:00,39,40,48,2,0,10.0,0.4,19.200000000000003,0
1,300.2,310.2,1415,49.6,21,0,0,0,0,0,2025-01-05 23:37:00,32,90,79,2,0,10.0,0.9,71.10000000000001,0
1,300.2,310.2,1600,31.5,23,0,0,0,0,0,2025-01-05 23:38:00,26,67,83,0,1,10.0,0.67,55.61000000000001,0
1,300.2,310.1,1523,42.3,25,0,0,0,0,0,2025-01-05 23:39:00,29,95,70,1,0,9.900000000000034,0.95,66.5,0
2,300.2,310.2,1628,30.3,27,0,0,0,0,0,2025-01-05 23:40:00,34,62,66,0,1,10.0,0.62,40.92,0
1,300.2,310.3,1331,52.1,30,0,0,0,0,0,2025-01-05 23:41:00,40,72,86,0,0,10.100000000000025,0.72,61.92,0
1,300.3,310.3,2158,16.8,32,0,0,0,0,0,2025-01-05 23:42:00,25,60,64,0,1,10.0,0.6,38.4,0
1,300.2,310.3,1445,50.9,34,0,0,0,0,0,2025-01-05 23:43:00,24,64,46,2,1,10.100000000000025,0.64,29.44,0
2,300.2,310.3,1593,36.1,36,0,0,0,0,0,2025-01-05 23:44:00,21,66,87,1,1,10.100000000000025,0.66,57.42,0
1,300.3,310.4,1672,29.2,39,0,0,0,0,0,2025-01-05 23:45:00,40,76,46,2,0,10.099999999999966,0.76,34.96,0
2,300.4,310.5,1644,31.4,41,0,0,0,0,0,2025-01-05 23:46:00,34,52,59,0,1,10.100000000000025,0.52,30.68,0
1,300.4,310.5,1402,54.3,44,0,0,0,0,0,2025-01-05 23:47:00,35,65,83,0,1,10.100000000000025,0.65,53.95,0
1,300.4,310.4,1286,56.8,46,0,0,0,0,0,2025-01-05 23:48:00,38,69,88,2,0,10.0,0.69,60.72,0
1,300.4,310.4,1486,46.3,48,0,0,0,0,0,2025-01-05 23:49:00,28,44,82,2,0,10.0,0.44,36.08,0
1,300.3,310.3,1345,46.3,50,0,0,0,0,0,2025-01-05 23:50:00,38,66,75,2,1,10.0,0.66,49.5,0
1,300.3,310.3,1629,34.1,52,0,0,0,0,0,2025-01-05 23:51:00,26,33,58,1,0,10.0,0.33,19.14,0
2,300.2,310.2,1429,43.8,54,0,0,0,0,0,2025-01-05 23:52:00,23,51,41,2,1,10.0,0.51,20.91,0
1,300.1,310.1,1306,64.7,57,0,0,0,0,0,2025-01-05 23:53:00,22,51,73,1,1,10.0,0.51,37.23,0
1,300.1,310.1,1380,52.6,59,0,0,0,0,0,2025-01-05 23:54:00,39,46,56,1,1,10.0,0.46,25.76,0
2,300.1,310.1,1443,49.3,61,0,0,0,0,0,2025-01-05 23:55:00,30,67,63,2,0,10.0,0.67,42.21,0
0,300.1,310.1,1426,42.7,64,0,0,0,0,0,2025-01-05 23:56:00,20,53,48,0,0,10.0,0.53,25.44,0
1,300.0,310.0,1486,41.8,69,0,0,0,0,0,2025-01-05 23:57:00,25,35,40,0,0,10.0,0.35,14.0,0
2,300.0,309.9,1530,34.5,71,0,0,0,0,0,2025-01-05 23:58:00,30,97,81,1,1,9.899999999999975,0.97,78.57,0
1,300.0,309.9,1507,41.4,74,0,0,0,0,0,2025-01-05 23:59:00,20,35,67,1,1,9.899999999999975,0.35,23.45,0
1,300.0,309.9,1608,33.4,76,0,0,0,0,0,2025-01-06 00:00:00,40,55,54,1,1,9.899999999999975,0.55,29.700000000000003,0
1,300.0,309.8,1474,40.6,78,0,0,0,0,0,2025-01-06 00:01:00,26,70,60,0,0,9.800000000000011,0.7,42.0,0
1,300.0,309.7,1326,61.9,80,0,0,0,0,0,2025-01-06 00:02:00,25,67,54,1,0,9.699999999999989,0.67,36.18,0
2,299.8,309.6,1434,48.0,82,0,0,0,0,0,2025-01-06 00:03:00,33,72,62,1,1,9.800000000000011,0.72,44.64,0
1,299.8,309.6,1526,41.7,85,0,0,0,0,0,2025-01-06 00:04:00,21,82,41,0,0,9.800000000000011,0.82,33.62,0
1,299.8,309.7,1483,39.6,87,0,0,0,0,0,2025-01-06 00:05:00,23,44,85,2,0,9.899999999999975,0.44,37.4,0
1,299.8,309.7,1457,51.9,89,0,0,0,0,0,2025-01-06 00:06:00,30,85,75,0,0,9.899999999999975,0.85,63.75,0
2,299.7,309.6,1540,34.4,91,0,0,0,0,0,2025-01-06 00:07:00,34,85,89,2,0,9.900000000000034,0.85,75.64999999999999,0
1,299.8,309.7,1707,29.1,94,0,0,0,0,0,2025-01-06 00:08:00,37,60,48,2,1,9.899999999999975,0.6,28.8,0
1,299.8,309.7,1624,34.2,96,0,0,0,0,0,2025-01-06 00:09:00,20,86,41,1,1,9.899999999999975,0.86,35.26,0
2,299.8,309.6,1331,50.2,98,0,0,0,0,0,2025-01-06 00:10:00,22,80,41,1,1,9.800000000000011,0.8,32.800000000000004,0
1,299.8,309.7,1431,40.3,101,0,0,0,0,0,2025-01-06 00:11:00,22,53,57,2,0,9.899999999999975,0.53,30.21,0
2,299.8,309.7,1705,28.5,103,0,0,0,0,0,2025-01-06 00:12:00,26,87,56,1,0,9.899999999999975,0.87,48.72,0
2,299.8,309.8,1427,45.2,106,0,0,0,0,0,2025-01-06 00:13:00,20,33,80,2,0,10.0,0.33,26.4,0
2,299.9,309.8,1625,41.2,109,0,0,0,0,0,2025-01-06 00:14:00,30,39,47,1,1,9.900000000000034,0.39,18.33,0
1,299.9,309.8,1477,47.7,112,0,0,0,0,0,2025-01-06 00:15:00,25,92,73,0,0,9.900000000000034,0.92,67.16,0
2,300.0,309.9,1651,28.1,114,0,0,0,0,0,2025-01-06 00:16:00,39,44,73,2,1,9.899999999999975,0.44,32.12,0
1,299.9,309.8,1716,28.2,117,0,0,0,0,0,2025-01-06 00:17:00,22,92,44,2,1,9.900000000000034,0.92,40.48,0
0,299.9,309.8,1400,48.7,119,0,0,0,0,0,2025-01-06 00:18:00,38,48,83,1,1,9.900000000000034,0.48,39.84,0
2,299.8,309.7,1556,37.7,124,0,0,0,0,0,2025-01-06 00:19:00,21,92,68,0,0,9.899999999999975,0.92,62.56,0
1,299.8,309.7,1429,42.6,127,0,0,0,0,0,2025-01-06 00:20:00,37,85,67,1,1,9.899999999999975,0.85,56.95,0
0,299.7,309.6,1433,49.6,129,0,0,0,0,0,2025-01-06 00:21:00,31,50,55,0,1,9.900000000000034,0.5,27.5,0
2,299.8,309.7,1320,61.7,134,0,0,0,0,0,2025-01-06 00:22:00,29,63,53,1,0,9.899999999999975,0.63,33.39,0
1,299.8,309.6,1374,51.6,137,0,0,0,0,0,2025-01-06 00:23:00,24,46,41,2,1,9.800000000000011,0.46,18.86,0
1,299.8,309.6,1598,31.0,139,0,0,0,0,0,2025-01-06 00:24:00,28,47,79,0,0,9.800000000000011,0.47,37.13,0
2,299.8,309.7,1910,21.8,141,0,0,0,0,0,2025-01-06 00:25:00,21,95,43,0,1,9.899999999999975,0.95,40.85,0
1,299.7,309.6,1399,51.3,144,0,0,0,0,0,2025-01-06 00:26:00,21,80,80,1,0,9.900000000000034,0.8,64.0,0
1,299.7,309.6,1720,27.1,146,0,0,0,0,0,2025-01-06 00:27:00,25,94,70,0,1,9.900000000000034,0.94,65.8,0
0,299.8,309.7,1368,47.4,148,0,0,0,0,0,2025-01-06 00:28:00,29,72,65,1,1,9.899999999999975,0.72,46.8,0
1,299.8,309.8,1749,33.4,153,0,0,0,0,0,2025-01-06 00:29:00,37,86,66,0,1,10.0,0.86,56.76,0
1,299.8,309.8,1542,39.4,155,0,0,0,0,0,2025-01-06 00:30:00,31,39,90,1,0,10.0,0.39,35.1,0
1,299.8,309.9,1553,36.6,157,0,0,0,0,0,2025-01-06 00:31:00,23,66,73,1,0,10.099999999999966,0.66,48.18,0
2,299.9,309.9,1639,42.1,159,0,0,0,0,0,2025-01-06 00:32:00,40,77,70,1,0,10.0,0.77,53.9,0
1,299.9,310.0,1447,45.9,162,0,0,0,0,0,2025-01-06 00:33:00,36,98,87,2,1,10.100000000000025,0.98,85.26,0
2,299.8,310.0,1397,48.1,164,0,0,0,0,0,2025-01-06 00:34:00,34,85,50,0,0,10.199999999999989,0.85,42.5,0
1,299.8,310.0,1361,53.8,167,0,0,0,0,0,2025-01-06 00:35:00,25,65,47,2,0,10.199999999999989,0.65,30.55,0
2,299.8,310.0,1460,37.1,169,0,0,0,0,0,2025-01-06 00:36:00,35,60,51,2,0,10.199999999999989,0.6,30.6,0
2,299.8,310.0,1632,33.7,172,0,0,0,0,0,2025-01-06 00:37:00,36,84,74,2,0,10.199999999999989,0.84,62.16,0
1,299.8,310.0,1697,36.0,175,0,0,0,0,0,2025-01-06 00:38:00,22,67,84,2,1,10.199999999999989,0.67,56.28,0
1,299.8,310.1,1553,42.0,177,0,0,0,0,0,2025-01-06 00:39:00,29,44,73,0,1,10.300000000000011,0.44,32.12,0
2,299.9,310.1,1362,56.3,179,0,0,0,0,0,2025-01-06 00:40:00,24,45,52,0,1,10.200000000000044,0.45,23.4,0
2,299.9,310.0,1484,42.1,182,0,0,0,0,0,2025-01-06 00:41:00,33,82,66,2,1,10.100000000000025,0.82,54.12,0
0,299.9,310.1,1447,51.4,185,0,0,0,0,0,2025-01-06 00:42:00,40,85,47,0,1,10.200000000000044,0.85,39.95,0
2,300.0,310.2,1393,51.2,190,0,0,0,0,0,2025-01-06 00:43:00,32,36,86,0,1,10.199999999999989,0.36,30.96,0
1,300.0,310.2,1760,26.9,193,0,0,0,0,0,2025-01-06 00:44:00,25,86,60,1,0,10.199999999999989,0.86,51.6,0
1,300.0,310.1,1477,34.6,195,0,0,0,0,0,2025-01-06 00:45:00,31,84,80,0,1,10.100000000000025,0.84,67.2,0
1,299.9,310.1,1681,29.1,197,0,0,0,0,0,2025-01-06 00:46:00,27,81,50,2,0,10.200000000000044,0.81,40.5,0
2,300.0,310.1,1314,53.5,199,0,0,0,0,0,2025-01-06 00:47:00,24,33,61,0,1,10.100000000000025,0.33,20.130000000000003,0
1,300.0,310.1,1762,28.0,202,0,0,0,0,0,2025-01-06 00:48:00,34,72,60,2,0,10.100000000000025,0.72,43.2,0
1,299.9,310.0,1402,44.7,204,0,0,0,0,0,2025-01-06 00:49:00,35,69,67,0,1,10.100000000000025,0.69,46.23,0
2,300.1,310.2,1429,42.0,206,0,0,0,0,0,2025-01-06 00:50:00,20,59,42,2,1,10.099999999999966,0.59,24.78,0
2,300.2,310.3,1448,40.1,209,0,0,0,0,0,2025-01-06 00:51:00,35,39,46,0,1,10.100000000000025,0.39,17.94,0
0,300.2,310.4,1501,42.9,212,0,0,0,0,0,2025-01-06 00:52:00,24,36,53,0,1,10.199999999999989,0.36,19.08,0
1,300.3,310.5,1522,39.1,217,0,0,0,0,0,2025-01-06 00:53:00,22,65,54,0,0,10.199999999999989,0.65,35.1,0
1,300.3,310.4,1493,37.5,219,0,0,0,0,0,2025-01-06 00:54:00,39,64,48,2,0,10.099999999999966,0.64,30.72,0
2,300.2,310.3,1704,29.4,221,0,0,0,0,0,2025-01-06 00:55:00,34,68,82,1,1,10.100000000000025,0.68,55.760000000000005,0
0,300.2,310.3,1408,42.5,0,0,0,0,0,0,2025-01-06 00:56:00,32,65,46,2,1,10.100000000000025,0.65,29.9,0
1,300.2,310.4,1518,41.8,5,0,0,0,0,0,2025-01-06 00:57:00,35,49,51,0,0,10.199999999999989,0.49,24.99,0
1,300.3,310.4,1742,25.9,7,0,0,0,0,0,2025-01-06 00:58:00,30,78,58,2,1,10.099999999999966,0.78,45.24,0
2,300.4,310.5,1500,43.0,9,0,0,0,0,0,2025-01-06 00:59:00,40,88,66,0,1,10.100000000000025,0.88,58.08,0
1,300.4,310.5,2424,14.5,12,0,0,0,0,0,2025-01-06 01:00:00,21,78,57,0,0,10.100000000000025,0.78,44.46,0
1,300.4,310.5,1818,25.1,14,0,0,0,0,0,2025-01-06 01:01:00,25,55,52,1,0,10.100000000000025,0.55,28.6,0
2,300.4,310.6,1545,35.6,16,0,0,0,0,0,2025-01-06 01:02:00,25,65,82,0,0,10.200000000000044,0.65,53.3,0
1,300.4,310.6,1429,46.9,19,0,0,0,0,0,2025-01-06 01:03:00,33,72,40,0,0,10.200000000000044,0.72,28.8,0
2,300.4,310.6,1448,44.9,21,0,0,0,0,0,2025-01-06 01:04:00,30,72,77,0,1,10.200000000000044,0.72,55.44,0
