UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,Timestamp,Ambient_Temperature,Load_Density,Humidity,Shift,Day_Type
7397,L54576,L,299.7,310.6,1616,35.1,142,0,0,0,0,0,0,2025-01-06 03:16:00,2025-01-06 03:16:00,22,75,68,Morning,Weekday
7398,L54577,L,299.7,310.6,1737,26.1,144,0,0,0,0,0,0,2025-01-06 03:17:00,2025-01-06 03:17:00,35,82,58,Evening,Weekend
7399,M22258,M,299.7,310.7,1498,37.8,146,0,0,0,0,0,0,2025-01-06 03:18:00,2025-01-06 03:18:00,23,58,76,Night,Weekend
7400,L54579,L,299.6,310.6,1642,35.1,149,0,0,0,0,0,0,2025-01-06 03:19:00,2025-01-06 03:19:00,35,65,60,Night,Weekday
7401,M22260,M,299.6,310.6,1633,34.2,151,0,0,0,0,0,0,2025-01-06 03:20:00,2025-01-06 03:20:00,38,100,63,Evening,Weekday
7402,L54581,L,299.8,310.8,1409,51.9,154,0,0,0,0,0,0,2025-01-06 03:21:00,2025-01-06 03:21:00,20,46,65,Night,Weekday
7403,M22262,M,299.8,310.8,1463,43.5,156,0,0,0,0,0,0,2025-01-06 03:22:00,2025-01-06 03:22:00,24,77,80,Evening,Weekend
7404,L54583,L,299.8,310.8,1376,48.6,159,0,0,0,0,0,0,2025-01-06 03:23:00,2025-01-06 03:23:00,38,53,51,Evening,Weekend
7405,L54584,L,299.8,310.8,1553,32.2,161,0,0,0,0,0,0,2025-01-06 03:24:00,2025-01-06 03:24:00,30,83,87,Morning,Weekend
7406,M22265,M,299.8,310.8,1530,35.2,163,0,0,0,0,0,0,2025-01-06 03:25:00,2025-01-06 03:25:00,32,30,58,Morning,Weekend
7407,L54586,L,299.8,310.9,1545,40.7,166,0,0,0,0,0,0,2025-01-06 03:26:00,2025-01-06 03:26:00,39,96,86,Morning,Weekend
7408,H36821,H,299.8,310.9,1427,47.2,168,0,0,0,0,0,0,2025-01-06 03:27:00,2025-01-06 03:27:00,24,35,88,Evening,Weekend
7409,L54588,L,299.9,310.9,1292,51.1,173,0,0,0,0,0,0,2025-01-06 03:28:00,2025-01-06 03:28:00,40,84,69,Evening,Weekday
7410,L54589,L,299.8,310.9,2084,17.6,175,0,0,0,0,0,0,2025-01-06 03:29:00,2025-01-06 03:29:00,23,67,54,Night,Weekday
7411,L54590,L,299.9,311.0,1747,27.6,177,0,0,0,0,0,0,2025-01-06 03:30:00,2025-01-06 03:30:00,23,62,42,Morning,Weekday
7412,L54591,L,300.0,311.1,1425,47.8,179,0,0,0,0,0,0,2025-01-06 03:31:00,2025-01-06 03:31:00,23,37,88,Morning,Weekend
7413,L54592,L,300.0,311.0,1637,33.6,181,0,0,0,0,0,0,2025-01-06 03:32:00,2025-01-06 03:32:00,23,49,52,Night,Weekday
7414,M22273,M,300.1,311.1,1616,35.2,183,0,0,0,0,0,0,2025-01-06 03:33:00,2025-01-06 03:33:00,39,84,48,Morning,Weekend
7415,L54594,L,300.1,311.1,1619,33.4,186,0,0,0,0,0,0,2025-01-06 03:34:00,2025-01-06 03:34:00,40,77,52,Morning,Weekday
7416,L54595,L,300.1,311.2,1489,39.1,188,0,0,0,0,0,0,2025-01-06 03:35:00,2025-01-06 03:35:00,37,85,55,Morning,Weekday
7417,M22276,M,300.1,311.2,1452,42.4,190,0,0,0,0,0,0,2025-01-06 03:36:00,2025-01-06 03:36:00,37,39,90,Night,Weekday
7418,M22277,M,300.1,311.3,1495,41.0,193,0,0,0,0,0,0,2025-01-06 03:37:00,2025-01-06 03:37:00,35,81,53,Morning,Weekday
7419,M22278,M,300.2,311.4,1427,39.7,196,0,0,0,0,0,0,2025-01-06 03:38:00,2025-01-06 03:38:00,28,79,47,Evening,Weekend
7420,L54599,L,300.1,311.4,1572,36.2,199,0,0,0,0,0,0,2025-01-06 03:39:00,2025-01-06 03:39:00,37,63,58,Morning,Weekend
7421,L54600,L,300.1,311.3,1547,40.0,201,0,0,0,0,0,0,2025-01-06 03:40:00,2025-01-06 03:40:00,21,65,71,Evening,Weekday
7422,M22281,M,300.1,311.4,1342,48.5,203,0,0,0,0,0,0,2025-01-06 03:41:00,2025-01-06 03:41:00,40,90,74,Morning,Weekday
7423,L54602,L,300.0,311.2,1351,44.1,206,0,0,0,0,0,0,2025-01-06 03:42:00,2025-01-06 03:42:00,23,45,62,Evening,Weekend
7424,L54603,L,300.0,311.3,1407,47.3,208,0,0,0,0,0,0,2025-01-06 03:43:00,2025-01-06 03:43:00,31,47,60,Morning,Weekend
7425,M22284,M,300.1,311.4,1575,29.8,210,0,0,0,0,0,0,2025-01-06 03:44:00,2025-01-06 03:44:00,26,100,57,Evening,Weekday
7426,M22285,M,300.0,311.4,1791,24.1,213,0,0,0,0,0,0,2025-01-06 03:45:00,2025-01-06 03:45:00,34,76,87,Evening,Weekday
7427,M22286,M,300.0,311.4,1692,29.0,216,1,1,0,0,0,0,2025-01-06 03:46:00,2025-01-06 03:46:00,26,61,53,Morning,Weekday
7428,L54607,L,300.0,311.4,1634,31.9,0,0,0,0,0,0,0,2025-01-06 03:47:00,2025-01-06 03:47:00,40,72,55,Night,Weekday
7429,M22288,M,300.0,311.4,1864,23.3,2,0,0,0,0,0,0,2025-01-06 03:48:00,2025-01-06 03:48:00,36,69,63,Morning,Weekday
7430,L54609,L,300.0,311.4,1590,33.6,5,0,0,0,0,0,0,2025-01-06 03:49:00,2025-01-06 03:49:00,35,94,88,Night,Weekday
7431,M22290,M,300.0,311.4,1384,46.1,7,0,0,0,0,0,0,2025-01-06 03:50:00,2025-01-06 03:50:00,38,64,71,Night,Weekend
7432,M22291,M,300.0,311.4,1352,61.8,10,0,0,0,0,0,0,2025-01-06 03:51:00,2025-01-06 03:51:00,28,98,50,Night,Weekend
7433,L54612,L,300.1,311.4,1484,43.1,13,0,0,0,0,0,0,2025-01-06 03:52:00,2025-01-06 03:52:00,33,79,84,Night,Weekend
7434,M22293,M,300.1,311.4,1913,21.9,15,0,0,0,0,0,0,2025-01-06 03:53:00,2025-01-06 03:53:00,36,41,50,Night,Weekend
7435,L54614,L,300.0,311.4,1508,38.2,18,0,0,0,0,0,0,2025-01-06 03:54:00,2025-01-06 03:54:00,24,87,43,Night,Weekday
7436,L54615,L,299.9,311.3,1504,40.7,20,0,0,0,0,0,0,2025-01-06 03:55:00,2025-01-06 03:55:00,21,92,65,Morning,Weekend
7437,L54616,L,300.0,311.4,1487,41.2,22,0,0,0,0,0,0,2025-01-06 03:56:00,2025-01-06 03:56:00,39,78,85,Evening,Weekend
7438,L54617,L,299.8,311.3,1727,30.0,24,0,0,0,0,0,0,2025-01-06 03:57:00,2025-01-06 03:57:00,35,65,44,Evening,Weekend
7439,L54618,L,299.9,311.3,1647,27.5,26,0,0,0,0,0,0,2025-01-06 03:58:00,2025-01-06 03:58:00,33,83,75,Morning,Weekday
7440,L54619,L,300.0,311.3,1493,41.4,28,0,0,0,0,0,0,2025-01-06 03:59:00,2025-01-06 03:59:00,33,76,72,Morning,Weekday
7441,L54620,L,300.0,311.4,1655,29.6,30,0,0,0,0,0,0,2025-01-06 04:00:00,2025-01-06 04:00:00,20,61,53,Morning,Weekday
7442,M22301,M,299.9,311.4,1337,54.8,32,0,0,0,0,0,0,2025-01-06 04:01:00,2025-01-06 04:01:00,22,82,71,Night,Weekend
7443,L54622,L,300.0,311.5,1601,36.9,35,0,0,0,0,0,0,2025-01-06 04:02:00,2025-01-06 04:02:00,26,61,46,Night,Weekend
7444,H36857,H,300.1,311.6,1589,37.9,37,0,0,0,0,0,0,2025-01-06 04:03:00,2025-01-06 04:03:00,34,91,49,Evening,Weekday
7445,L54624,L,300.2,311.7,1286,55.1,42,0,0,0,0,0,0,2025-01-06 04:04:00,2025-01-06 04:04:00,38,66,41,Morning,Weekday
7446,L54625,L,300.2,311.7,1553,41.3,44,0,0,0,0,0,0,2025-01-06 04:05:00,2025-01-06 04:05:00,39,67,49,Evening,Weekend
7447,L54626,L,300.2,311.8,1379,51.0,46,0,0,0,0,0,0,2025-01-06 04:06:00,2025-01-06 04:06:00,21,59,74,Evening,Weekday
7448,M22307,M,300.3,311.9,1677,30.8,48,0,0,0,0,0,0,2025-01-06 04:07:00,2025-01-06 04:07:00,38,87,60,Night,Weekday
7449,L54628,L,300.3,311.8,1488,38.4,51,0,0,0,0,0,0,2025-01-06 04:08:00,2025-01-06 04:08:00,28,61,79,Night,Weekend
7450,L54629,L,300.3,311.8,1418,45.9,53,0,0,0,0,0,0,2025-01-06 04:09:00,2025-01-06 04:09:00,38,95,81,Evening,Weekend
7451,L54630,L,300.3,311.8,1451,41.0,55,0,0,0,0,0,0,2025-01-06 04:10:00,2025-01-06 04:10:00,24,80,47,Night,Weekend
7452,L54631,L,300.3,311.8,1508,43.1,57,0,0,0,0,0,0,2025-01-06 04:11:00,2025-01-06 04:11:00,37,40,85,Night,Weekday
7453,L54632,L,300.3,311.7,1579,33.6,59,0,0,0,0,0,0,2025-01-06 04:12:00,2025-01-06 04:12:00,35,88,57,Night,Weekend
7454,H36867,H,300.3,311.7,1432,47.7,61,0,0,0,0,0,0,2025-01-06 04:13:00,2025-01-06 04:13:00,23,49,48,Evening,Weekend
7455,L54634,L,300.2,311.6,1446,47.3,66,0,0,0,0,0,0,2025-01-06 04:14:00,2025-01-06 04:14:00,31,66,80,Evening,Weekday
7456,M22315,M,300.2,311.7,1597,39.5,68,0,0,0,0,0,0,2025-01-06 04:15:00,2025-01-06 04:15:00,26,78,69,Evening,Weekday
7457,M22316,M,300.2,311.7,1397,50.2,71,0,0,0,0,0,0,2025-01-06 04:16:00,2025-01-06 04:16:00,33,48,43,Morning,Weekday
7458,L54637,L,300.1,311.6,1530,36.6,74,0,0,0,0,0,0,2025-01-06 04:17:00,2025-01-06 04:17:00,31,84,74,Evening,Weekend
7459,M22318,M,300.1,311.6,1433,51.4,76,0,0,0,0,0,0,2025-01-06 04:18:00,2025-01-06 04:18:00,22,69,53,Night,Weekend
7460,L54639,L,300.0,311.5,1591,32.0,79,0,0,0,0,0,0,2025-01-06 04:19:00,2025-01-06 04:19:00,24,36,53,Evening,Weekday
7461,L54640,L,300.0,311.5,1445,41.6,81,0,0,0,0,0,0,2025-01-06 04:20:00,2025-01-06 04:20:00,36,34,87,Morning,Weekend
7462,L54641,L,300.0,311.5,1749,28.3,83,0,0,0,0,0,0,2025-01-06 04:21:00,2025-01-06 04:21:00,29,71,76,Night,Weekend
7463,L54642,L,300.0,311.3,1703,30.4,85,0,0,0,0,0,0,2025-01-06 04:22:00,2025-01-06 04:22:00,29,77,59,Evening,Weekend
7464,H36877,H,300.1,311.4,1518,46.9,87,0,0,0,0,0,0,2025-01-06 04:23:00,2025-01-06 04:23:00,30,36,68,Evening,Weekend
7465,L54644,L,300.1,311.3,1535,42.3,92,0,0,0,0,0,0,2025-01-06 04:24:00,2025-01-06 04:24:00,36,40,62,Night,Weekday
7466,M22325,M,300.1,311.4,1390,52.1,94,0,0,0,0,0,0,2025-01-06 04:25:00,2025-01-06 04:25:00,24,78,86,Evening,Weekend
7467,H36880,H,300.3,311.6,1801,23.6,97,0,0,0,0,0,0,2025-01-06 04:26:00,2025-01-06 04:26:00,32,59,60,Morning,Weekend
7468,H36881,H,300.3,311.6,1463,41.6,102,0,0,0,0,0,0,2025-01-06 04:27:00,2025-01-06 04:27:00,29,70,70,Night,Weekend
7469,L54648,L,300.3,311.6,1560,37.7,107,0,0,0,0,0,0,2025-01-06 04:28:00,2025-01-06 04:28:00,28,32,71,Evening,Weekday
7470,L54649,L,300.3,311.6,1607,33.5,109,0,0,0,0,0,0,2025-01-06 04:29:00,2025-01-06 04:29:00,36,69,80,Night,Weekend
7471,L54650,L,300.4,311.6,1332,54.6,111,0,0,0,0,0,0,2025-01-06 04:30:00,2025-01-06 04:30:00,20,80,46,Evening,Weekend
7472,L54651,L,300.3,311.7,1365,53.3,113,0,0,0,0,0,0,2025-01-06 04:31:00,2025-01-06 04:31:00,23,61,52,Evening,Weekend
7473,M22332,M,300.3,311.6,1617,32.5,115,0,0,0,0,0,0,2025-01-06 04:32:00,2025-01-06 04:32:00,23,77,62,Night,Weekday
7474,M22333,M,300.3,311.6,1304,62.8,118,0,0,0,0,0,0,2025-01-06 04:33:00,2025-01-06 04:33:00,37,100,47,Evening,Weekend
7475,L54654,L,300.3,311.7,1989,22.3,121,0,0,0,0,0,0,2025-01-06 04:34:00,2025-01-06 04:34:00,28,100,51,Evening,Weekday
7476,H36889,H,300.3,311.6,1339,53.4,123,0,0,0,0,0,0,2025-01-06 04:35:00,2025-01-06 04:35:00,37,49,75,Night,Weekend
7477,L54656,L,300.2,311.5,1492,41.8,128,0,0,0,0,0,0,2025-01-06 04:36:00,2025-01-06 04:36:00,33,64,55,Evening,Weekday
7478,M22337,M,300.1,311.3,1518,40.2,130,0,0,0,0,0,0,2025-01-06 04:37:00,2025-01-06 04:37:00,34,53,65,Evening,Weekday
7479,L54658,L,300.1,311.3,1479,39.5,133,0,0,0,0,0,0,2025-01-06 04:38:00,2025-01-06 04:38:00,25,69,68,Night,Weekend
7480,M22339,M,300.1,311.3,1523,34.1,135,0,0,0,0,0,0,2025-01-06 04:39:00,2025-01-06 04:39:00,29,81,68,Morning,Weekend
7481,M22340,M,300.2,311.4,1570,35.3,138,0,0,0,0,0,0,2025-01-06 04:40:00,2025-01-06 04:40:00,34,68,45,Morning,Weekday
7482,H36895,H,300.2,311.4,1506,36.1,141,0,0,0,0,0,0,2025-01-06 04:41:00,2025-01-06 04:41:00,23,97,76,Morning,Weekday
7483,M22342,M,300.2,311.6,1510,47.5,146,0,0,0,0,0,0,2025-01-06 04:42:00,2025-01-06 04:42:00,37,90,72,Morning,Weekend
7484,L54663,L,300.2,311.6,1671,28.8,149,0,0,0,0,0,0,2025-01-06 04:43:00,2025-01-06 04:43:00,37,94,70,Morning,Weekend
7485,M22344,M,300.3,311.6,1312,53.4,151,0,0,0,0,0,0,2025-01-06 04:44:00,2025-01-06 04:44:00,36,91,85,Morning,Weekend
7486,L54665,L,300.3,311.6,1595,38.8,154,0,0,0,0,0,0,2025-01-06 04:45:00,2025-01-06 04:45:00,31,31,80,Night,Weekend
7487,L54666,L,300.3,311.7,1635,31.8,156,0,0,0,0,0,0,2025-01-06 04:46:00,2025-01-06 04:46:00,26,35,57,Night,Weekend
7488,L54667,L,300.3,311.7,1707,33.6,158,0,0,0,0,0,0,2025-01-06 04:47:00,2025-01-06 04:47:00,35,72,77,Night,Weekend
7489,L54668,L,300.3,311.7,1545,43.5,160,0,0,0,0,0,1,2025-01-06 04:48:00,2025-01-06 04:48:00,30,69,86,Evening,Weekend
7490,M22349,M,300.2,311.6,1751,28.0,162,0,0,0,0,0,0,2025-01-06 04:49:00,2025-01-06 04:49:00,33,68,70,Morning,Weekday
7491,M22350,M,300.4,311.8,1707,30.0,165,0,0,0,0,0,0,2025-01-06 04:50:00,2025-01-06 04:50:00,22,57,55,Morning,Weekday
7492,L54671,L,300.4,311.8,1320,57.9,168,0,0,0,0,0,0,2025-01-06 04:51:00,2025-01-06 04:51:00,38,92,79,Night,Weekend
7493,M22352,M,300.3,311.7,1319,51.4,170,0,0,0,0,0,0,2025-01-06 04:52:00,2025-01-06 04:52:00,37,93,90,Evening,Weekend
7494,L54673,L,300.2,311.7,1448,54.2,173,0,0,0,0,0,0,2025-01-06 04:53:00,2025-01-06 04:53:00,29,41,76,Evening,Weekend
7495,L54674,L,300.2,311.8,1436,48.2,175,0,0,0,0,0,0,2025-01-06 04:54:00,2025-01-06 04:54:00,25,70,53,Night,Weekday
7496,L54675,L,300.3,311.9,1609,34.0,177,0,0,0,0,0,0,2025-01-06 04:55:00,2025-01-06 04:55:00,32,58,78,Morning,Weekday
7497,L54676,L,300.2,311.8,1464,44.5,179,0,0,0,0,0,0,2025-01-06 04:56:00,2025-01-06 04:56:00,29,52,43,Evening,Weekend
7498,M22357,M,300.3,311.8,1483,45.1,181,0,0,0,0,0,0,2025-01-06 04:57:00,2025-01-06 04:57:00,37,80,69,Morning,Weekend
7499,M22358,M,300.2,311.8,1748,28.5,184,0,0,0,0,0,0,2025-01-06 04:58:00,2025-01-06 04:58:00,39,74,72,Evening,Weekday
7500,L54679,L,300.3,311.8,1746,26.3,187,0,0,0,0,0,0,2025-01-06 04:59:00,2025-01-06 04:59:00,35,51,75,Morning,Weekday
7501,L54680,L,300.2,311.8,1410,51.4,189,0,0,0,0,0,0,2025-01-06 05:00:00,2025-01-06 05:00:00,25,39,69,Evening,Weekday
7502,L54681,L,300.2,311.7,1640,30.8,191,0,0,0,0,0,0,2025-01-06 05:01:00,2025-01-06 05:01:00,32,36,53,Morning,Weekend
7503,H36916,H,300.3,311.7,1655,29.9,193,0,0,0,0,0,0,2025-01-06 05:02:00,2025-01-06 05:02:00,23,44,62,Morning,Weekend
7504,M22363,M,300.3,311.7,1646,28.9,198,0,0,0,0,0,0,2025-01-06 05:03:00,2025-01-06 05:03:00,33,75,87,Morning,Weekday
7505,L54684,L,300.4,311.8,1589,42.0,201,0,0,0,0,0,0,2025-01-06 05:04:00,2025-01-06 05:04:00,20,90,67,Night,Weekend
7506,L54685,L,300.5,311.9,1546,39.4,203,0,0,0,0,0,0,2025-01-06 05:05:00,2025-01-06 05:05:00,39,90,46,Morning,Weekend
7507,L54686,L,300.5,311.9,1511,41.8,205,0,0,0,0,0,0,2025-01-06 05:06:00,2025-01-06 05:06:00,24,80,81,Morning,Weekend
7508,L54687,L,300.5,311.9,1750,28.3,207,0,0,0,0,0,0,2025-01-06 05:07:00,2025-01-06 05:07:00,27,67,49,Evening,Weekday
7509,M22368,M,300.5,311.9,1730,27.5,209,0,0,0,0,0,0,2025-01-06 05:08:00,2025-01-06 05:08:00,31,41,43,Evening,Weekday
7510,L54689,L,300.6,311.9,1372,60.1,212,1,0,0,0,1,0,2025-01-06 05:09:00,2025-01-06 05:09:00,21,95,83,Night,Weekday
7511,L54690,L,300.5,311.8,1524,38.9,214,1,1,0,0,0,0,2025-01-06 05:10:00,2025-01-06 05:10:00,31,83,77,Evening,Weekend
7512,L54691,L,300.4,311.8,1601,36.1,0,0,0,0,0,0,0,2025-01-06 05:11:00,2025-01-06 05:11:00,24,68,52,Morning,Weekend
7513,M22372,M,300.5,311.8,1636,34.4,2,0,0,0,0,0,0,2025-01-06 05:12:00,2025-01-06 05:12:00,24,68,60,Night,Weekday
7514,L54693,L,300.4,311.8,2261,14.9,5,0,0,0,0,0,0,2025-01-06 05:13:00,2025-01-06 05:13:00,32,59,72,Night,Weekend
7515,L54694,L,300.4,311.8,1636,32.3,7,0,0,0,0,0,0,2025-01-06 05:14:00,2025-01-06 05:14:00,28,77,79,Night,Weekday
7516,M22375,M,300.4,311.9,1335,58.3,9,0,0,0,0,0,0,2025-01-06 05:15:00,2025-01-06 05:15:00,29,60,67,Morning,Weekend
7517,M22376,M,300.3,311.7,1236,57.5,12,0,0,0,0,0,0,2025-01-06 05:16:00,2025-01-06 05:16:00,20,54,62,Morning,Weekend
7518,L54697,L,300.3,311.7,1445,47.3,15,0,0,0,0,0,0,2025-01-06 05:17:00,2025-01-06 05:17:00,22,97,71,Evening,Weekend
7519,L54698,L,300.2,311.5,1500,40.8,17,0,0,0,0,0,0,2025-01-06 05:18:00,2025-01-06 05:18:00,37,80,87,Evening,Weekend
7520,L54699,L,300.2,311.6,1999,21.0,19,0,0,0,0,0,0,2025-01-06 05:19:00,2025-01-06 05:19:00,31,42,44,Evening,Weekend
7521,L54700,L,300.2,311.6,1529,35.5,21,0,0,0,0,0,0,2025-01-06 05:20:00,2025-01-06 05:20:00,22,92,65,Night,Weekday
7522,M22381,M,300.2,311.6,1467,40.7,23,0,0,0,0,0,0,2025-01-06 05:21:00,2025-01-06 05:21:00,28,71,78,Morning,Weekday
7523,L54702,L,300.1,311.5,1334,54.0,26,0,0,0,0,0,0,2025-01-06 05:22:00,2025-01-06 05:22:00,21,83,65,Evening,Weekend
7524,M22383,M,300.1,311.5,1343,46.2,28,0,0,0,0,0,0,2025-01-06 05:23:00,2025-01-06 05:23:00,22,96,42,Morning,Weekday
7525,L54704,L,300.2,311.5,1639,31.1,31,0,0,0,0,0,0,2025-01-06 05:24:00,2025-01-06 05:24:00,33,85,63,Night,Weekend
7526,H36939,H,300.1,311.5,1383,49.1,33,0,0,0,0,0,0,2025-01-06 05:25:00,2025-01-06 05:25:00,23,48,73,Morning,Weekend
7527,L54706,L,300.1,311.4,1660,31.4,38,0,0,0,0,0,0,2025-01-06 05:26:00,2025-01-06 05:26:00,38,75,73,Morning,Weekend
7528,L54707,L,300.1,311.3,1470,45.2,40,0,0,0,0,0,0,2025-01-06 05:27:00,2025-01-06 05:27:00,32,44,59,Night,Weekday
7529,M22388,M,300.1,311.3,1748,26.6,42,0,0,0,0,0,0,2025-01-06 05:28:00,2025-01-06 05:28:00,26,61,69,Evening,Weekend
7530,L54709,L,300.1,311.4,1467,35.7,45,0,0,0,0,0,0,2025-01-06 05:29:00,2025-01-06 05:29:00,31,78,81,Morning,Weekend
7531,M22390,M,300.1,311.4,1617,39.3,47,0,0,0,0,0,0,2025-01-06 05:30:00,2025-01-06 05:30:00,22,50,59,Morning,Weekday
7532,H36945,H,300.1,311.4,1377,56.7,50,0,0,0,0,0,0,2025-01-06 05:31:00,2025-01-06 05:31:00,28,94,80,Night,Weekend
7533,M22392,M,300.0,311.3,1629,32.1,55,0,0,0,0,0,0,2025-01-06 05:32:00,2025-01-06 05:32:00,21,99,57,Morning,Weekday
7534,L54713,L,300.0,311.2,1504,37.9,58,0,0,0,0,0,0,2025-01-06 05:33:00,2025-01-06 05:33:00,28,56,77,Morning,Weekday
7535,L54714,L,300.0,311.2,1418,47.3,60,0,0,0,0,0,0,2025-01-06 05:34:00,2025-01-06 05:34:00,31,52,59,Morning,Weekday
7536,L54715,L,300.0,311.2,1629,31.7,62,0,0,0,0,0,0,2025-01-06 05:35:00,2025-01-06 05:35:00,31,76,45,Night,Weekday
7537,L54716,L,300.1,311.3,2579,12.5,64,1,0,0,1,0,0,2025-01-06 05:36:00,2025-01-06 05:36:00,34,41,81,Morning,Weekday
7538,L54717,L,300.1,311.3,1305,64.7,66,0,0,0,0,0,0,2025-01-06 05:37:00,2025-01-06 05:37:00,21,95,64,Night,Weekday
7539,M22398,M,300.2,311.4,1450,38.5,68,0,0,0,0,0,0,2025-01-06 05:38:00,2025-01-06 05:38:00,37,34,80,Evening,Weekday
7540,L54719,L,300.2,311.3,1487,36.9,71,0,0,0,0,0,0,2025-01-06 05:39:00,2025-01-06 05:39:00,32,38,80,Morning,Weekend
7541,M22400,M,300.2,311.3,1587,31.2,73,0,0,0,0,0,0,2025-01-06 05:40:00,2025-01-06 05:40:00,33,49,42,Night,Weekend
7542,M22401,M,300.3,311.5,1528,40.9,76,0,0,0,0,0,0,2025-01-06 05:41:00,2025-01-06 05:41:00,24,92,83,Night,Weekend
7543,M22402,M,300.4,311.6,1401,49.9,79,0,0,0,0,0,0,2025-01-06 05:42:00,2025-01-06 05:42:00,29,100,82,Morning,Weekend
7544,L54723,L,300.3,311.5,1446,45.0,82,0,0,0,0,0,0,2025-01-06 05:43:00,2025-01-06 05:43:00,31,59,85,Night,Weekend
7545,L54724,L,300.2,311.4,1425,44.2,84,0,0,0,0,0,0,2025-01-06 05:44:00,2025-01-06 05:44:00,29,45,58,Evening,Weekend
7546,L54725,L,300.2,311.4,1891,22.6,86,0,0,0,0,0,0,2025-01-06 05:45:00,2025-01-06 05:45:00,30,34,49,Evening,Weekend
7547,H36960,H,300.2,311.5,1454,42.8,88,0,0,0,0,0,0,2025-01-06 05:46:00,2025-01-06 05:46:00,21,58,90,Evening,Weekend
7548,L54727,L,300.1,311.4,1430,40.9,93,0,0,0,0,0,0,2025-01-06 05:47:00,2025-01-06 05:47:00,24,76,44,Evening,Weekday
7549,L54728,L,300.2,311.4,1495,43.6,95,0,0,0,0,0,0,2025-01-06 05:48:00,2025-01-06 05:48:00,26,51,61,Night,Weekend
7550,L54729,L,300.3,311.4,1544,41.6,97,0,0,0,0,0,0,2025-01-06 05:49:00,2025-01-06 05:49:00,25,86,48,Night,Weekend
7551,M22410,M,300.3,311.4,1554,34.3,99,0,0,0,0,0,0,2025-01-06 05:50:00,2025-01-06 05:50:00,22,64,72,Evening,Weekday
7552,M22411,M,300.2,311.3,1491,37.3,102,0,0,0,0,0,0,2025-01-06 05:51:00,2025-01-06 05:51:00,32,89,54,Evening,Weekday
7553,L54732,L,300.3,311.3,1525,40.7,105,0,0,0,0,0,0,2025-01-06 05:52:00,2025-01-06 05:52:00,22,99,63,Evening,Weekday
7554,L54733,L,300.3,311.3,1505,39.6,107,0,0,0,0,0,0,2025-01-06 05:53:00,2025-01-06 05:53:00,40,89,69,Evening,Weekend
7555,M22414,M,300.3,311.4,1371,50.2,109,0,0,0,0,0,0,2025-01-06 05:54:00,2025-01-06 05:54:00,25,87,75,Evening,Weekday
7556,L54735,L,300.3,311.3,1332,60.5,112,0,0,0,0,0,0,2025-01-06 05:55:00,2025-01-06 05:55:00,30,32,78,Night,Weekday
7557,L54736,L,300.3,311.4,1471,37.0,114,0,0,0,0,0,0,2025-01-06 05:56:00,2025-01-06 05:56:00,36,63,45,Evening,Weekday
7558,M22417,M,300.4,311.5,1750,27.3,116,0,0,0,0,0,0,2025-01-06 05:57:00,2025-01-06 05:57:00,29,74,54,Evening,Weekday
7559,M22418,M,300.3,311.4,1386,48.1,119,0,0,0,0,0,0,2025-01-06 05:58:00,2025-01-06 05:58:00,31,79,77,Morning,Weekend
7560,M22419,M,300.4,311.4,1355,56.2,122,0,0,0,0,0,0,2025-01-06 05:59:00,2025-01-06 05:59:00,36,31,78,Night,Weekday
7561,M22420,M,300.3,311.3,1377,53.8,125,0,0,0,0,0,0,2025-01-06 06:00:00,2025-01-06 06:00:00,23,44,61,Evening,Weekend
7562,L54741,L,300.3,311.1,1388,49.4,128,0,0,0,0,0,0,2025-01-06 06:01:00,2025-01-06 06:01:00,21,66,42,Night,Weekday
7563,M22422,M,300.3,311.1,1350,58.7,130,0,0,0,0,0,0,2025-01-06 06:02:00,2025-01-06 06:02:00,30,44,68,Morning,Weekday
7564,M22423,M,300.4,311.2,1831,23.4,133,0,0,0,0,0,0,2025-01-06 06:03:00,2025-01-06 06:03:00,26,89,68,Morning,Weekday
7565,M22424,M,300.3,311.2,1381,65.2,136,1,0,0,1,0,0,2025-01-06 06:04:00,2025-01-06 06:04:00,21,93,70,Evening,Weekend
7566,M22425,M,300.3,311.2,1783,25.6,139,0,0,0,0,0,0,2025-01-06 06:05:00,2025-01-06 06:05:00,37,81,84,Evening,Weekday
7567,L54746,L,300.3,311.0,1613,34.7,142,0,0,0,0,0,0,2025-01-06 06:06:00,2025-01-06 06:06:00,40,52,41,Evening,Weekend
7568,M22427,M,300.2,311.0,2370,14.7,144,0,0,0,0,0,0,2025-01-06 06:07:00,2025-01-06 06:07:00,23,66,74,Evening,Weekday
7569,L54748,L,300.2,311.0,1627,33.7,147,0,0,0,0,0,0,2025-01-06 06:08:00,2025-01-06 06:08:00,27,70,84,Morning,Weekend
7570,L54749,L,300.2,311.0,1255,71.8,149,1,0,0,1,0,0,2025-01-06 06:09:00,2025-01-06 06:09:00,39,86,48,Night,Weekend
7571,H36984,H,300.2,311.0,1777,27.5,151,0,0,0,0,0,0,2025-01-06 06:10:00,2025-01-06 06:10:00,33,54,61,Evening,Weekday
7572,L54751,L,300.3,311.1,1606,30.9,156,0,0,0,0,0,0,2025-01-06 06:11:00,2025-01-06 06:11:00,31,66,58,Night,Weekday
